Product,Company,Category,Units Sold,Revenue,Cost of Goods Sold,Profit,Purchase Date,Customer Name,Customer State,Customer City,Customer Zip Code,Order ID
Vodka,Coca-Cola,Alcoholic,547,6249,3568,2681,2/20/21,Mrs. Melinda Mendoza MD,Connecticut,North Denise,98770,0-452-56517-0
Black Tea,Dr. Pepper,Tea,321,3880,5455,-1575,3/13/23,Eric Butler,Washington,Port Joshua,96724,1-78366-256-5
Herbal Tea,Coca-Cola,Tea,866,4732,4662,70,7/7/22,Isabella Molina,West Virginia,Jamiemouth,24641,1-362-70165-3
Wine,Pepsi,Alcoholic,604,5618,4261,1357,8/30/22,Shaun Chen,Ohio,Ericatown,58265,1-7380965-8-0
Green Tea,Pepsi,Tea,560,7201,4248,2953,1/11/20,Bobby Owen,Georgia,Kaylaport,84195,0-19-333644-8
Herbal Tea,Coca-Cola,Tea,204,6182,2367,3815,2/17/22,Allen Wright,Arizona,East Samantha,51630,1-912730-88-X
Beer,Pepsi,Alcoholic,656,1708,2645,-937,9/15/21,Steven Wilson,Connecticut,New Corey,30674,1-05-507896-7
Cola,Dr. Pepper,Soft Drink,767,6251,5571,680,6/13/23,John Allen,Ohio,West Emilyberg,59611,0-7814-1425-3
Green Tea,Pepsi,Tea,487,9361,5402,3959,7/24/23,Ryan Miller,Wyoming,Ashleyview,97852,0-07-574640-9
Herbal Tea,Dr. Pepper,Tea,141,1831,3991,-2160,4/27/22,Amanda Rogers,Georgia,Melissachester,2873,1-83942-687-X
Herbal Tea,Pepsi,Tea,248,3253,890,2363,4/25/21,Larry Harris,Louisiana,Tiffanyton,29600,0-04-672485-0
Energy Drink,Pepsi,Soft Drink,581,6808,6322,486,3/4/21,Joel Osborne,North Carolina,North Troyhaven,41514,0-02-219323-5
Wine,Pepsi,Alcoholic,677,1241,4780,-3539,4/29/21,Catherine Reed,Alaska,North Whitneytown,34758,1-85443-465-9
Vodka,Pepsi,Alcoholic,110,3713,1305,2408,3/15/22,Aaron Bailey,North Dakota,Cassandrahaven,39384,0-9712889-5-X
Herbal Tea,Coca-Cola,Tea,460,6846,7679,-833,4/7/22,Michele Clayton,New Mexico,Wallaceburgh,64406,1-4065-6812-0
Black Tea,Coca-Cola,Tea,862,8093,837,7256,8/9/20,Carolyn Davis,Oregon,Robertsonton,29327,0-218-01291-8
Coffee,Coca-Cola,Coffee,472,1455,7948,-6493,7/13/21,Amy Osborne,South Dakota,Lake Johnnyburgh,29721,1-257-36538-X
Green Tea,Dr. Pepper,Tea,769,5629,7027,-1398,9/10/20,Jared Chandler,Nebraska,Lake Jasonton,50385,1-60809-023-X
Energy Drink,Dr. Pepper,Soft Drink,979,3954,4968,-1014,9/21/21,Megan Phillips,Maine,Lake Tracy,68116,1-4702-6299-1
Green Tea,Dr. Pepper,Tea,353,2804,2448,356,8/16/20,Mark Jordan,Vermont,Lake Thomas,96812,1-386-53556-7
Coffee,Coca-Cola,Coffee,469,2972,5273,-2301,7/30/21,Joshua Wallace,Michigan,Nancyside,91199,0-15-788001-X
Black Tea,Dr. Pepper,Tea,714,4224,5865,-1641,6/11/21,Lindsey Thompson,New Hampshire,West Spencer,82212,1-68773-974-9
Vodka,Pepsi,Alcoholic,830,7373,7295,78,3/10/20,Garrett Alvarado,Michigan,South Stephen,98649,0-9675220-9-9
Lemonade,Pepsi,Soft Drink,954,2551,5033,-2482,8/21/22,Brett Thompson,North Carolina,Randallside,43304,0-503-79393-0
Cola,Coca-Cola,Soft Drink,366,2167,4176,-2009,10/7/22,Matthew Jefferson,Maryland,West Marcusmouth,6168,0-394-20777-7
Black Tea,Coca-Cola,Tea,221,3638,4222,-584,3/3/23,Pamela Mason,New Hampshire,Willistown,20022,0-86051-833-7
Cola,Coca-Cola,Soft Drink,262,1440,694,746,4/21/21,Kathryn Massey,Utah,Lambertmouth,71857,1-4278-7777-7
Herbal Tea,Dr. Pepper,Tea,931,2069,5972,-3903,4/30/20,April Nelson,Iowa,Port Tammy,97325,1-4610-7628-5
Lemonade,Pepsi,Soft Drink,664,5086,6771,-1685,7/3/21,Mary Frazier,Maine,West Matthewborough,45233,1-4611-2105-1
Energy Drink,Dr. Pepper,Soft Drink,728,2719,5131,-2412,6/22/23,Joseph Smith,Washington,Hillville,58395,1-962978-86-9
Energy Drink,Coca-Cola,Soft Drink,930,4527,5318,-791,2/5/21,Shannon Wilkerson,Ohio,Lauraborough,97359,0-397-67435-X
Coffee,Coca-Cola,Coffee,642,8793,1999,6794,4/3/22,Dr. Kelly Phillips,North Dakota,South Briannaborough,99667,0-05-256330-8
Beer,Dr. Pepper,Alcoholic,450,2151,5586,-3435,11/17/22,Wayne Lopez,Vermont,West Marcia,29618,0-399-20908-5
Green Tea,Dr. Pepper,Tea,254,1444,3732,-2288,4/17/20,Anthony Ruiz,Washington,Lake Linda,89179,0-7388-5347-X
Energy Drink,Dr. Pepper,Soft Drink,913,5861,657,5204,11/28/20,Maria Adams,New Mexico,North Lindamouth,57337,1-58754-005-3
Cola,Pepsi,Soft Drink,474,9615,1329,8286,10/4/21,Benjamin Garcia,Pennsylvania,Nelsonville,39308,0-683-72848-2
Herbal Tea,Coca-Cola,Tea,953,2087,1619,468,2/8/21,Timothy Willis,Texas,Ashleyport,19751,0-921048-21-1
Lemonade,Pepsi,Soft Drink,189,5359,6220,-861,10/29/20,Philip Warner,Illinois,South Amy,58855,1-86067-363-5
Beer,Pepsi,Alcoholic,662,5015,6274,-1259,7/8/20,Stacy Mcdowell,Michigan,West Brett,89000,0-06-480881-5
Vodka,Coca-Cola,Alcoholic,194,9693,3931,5762,1/27/20,Adam Stokes,Iowa,Andersonberg,59446,0-945676-35-2
Green Tea,Coca-Cola,Tea,841,8410,7149,1261,10/13/22,Elizabeth Douglas,Montana,Snydermouth,99923,1-75504-662-6
Herbal Tea,Pepsi,Tea,493,1222,5038,-3816,11/8/22,James Hall,Idaho,Gonzaleston,49751,0-8122-3622-X
Lemonade,Coca-Cola,Soft Drink,162,2361,7889,-5528,12/1/20,James Williams,Vermont,North Lisatown,49034,0-06-564287-2
Wine,Dr. Pepper,Alcoholic,231,4321,7146,-2825,11/12/20,Robert Roberts,Washington,South Elizabethborough,65304,0-7714-5438-4
Vodka,Pepsi,Alcoholic,332,7961,810,7151,8/14/20,Lonnie Martinez,Hawaii,East Sueton,30671,0-07-680390-2
Beer,Dr. Pepper,Alcoholic,481,3684,5920,-2236,7/27/23,Kimberly Gibson,New Mexico,Lopezview,6329,1-60891-727-4
Beer,Pepsi,Alcoholic,240,6697,4492,2205,6/22/20,Kelly Mays,Idaho,North Sean,25961,0-479-72640-X
Vodka,Pepsi,Alcoholic,640,8597,5331,3266,3/17/22,John Davis,Indiana,Clementsmouth,59450,1-62104-100-X
Black Tea,Pepsi,Tea,842,6773,2146,4627,6/27/23,Michael Mathis,North Dakota,Schmidtton,95980,1-262-62903-9
Wine,Dr. Pepper,Alcoholic,104,7174,1263,5911,11/20/20,Darryl Sullivan,Virginia,Keyton,17401,0-594-62773-7
Cola,Coca-Cola,Soft Drink,681,5933,3505,2428,6/8/20,Lisa Wall,Michigan,Maymouth,24885,0-7467-1335-5
Green Tea,Coca-Cola,Tea,120,2050,5503,-3453,11/6/20,Eric Hall,Delaware,East Mark,94144,0-929503-73-2
Wine,Pepsi,Alcoholic,431,7384,5502,1882,8/26/20,Latasha Brown,South Carolina,Louishaven,30056,1-972399-92-6
Vodka,Coca-Cola,Alcoholic,878,1189,2479,-1290,7/26/20,Derek Salinas,Tennessee,Port Laura,58257,1-9771-9257-2
Energy Drink,Coca-Cola,Soft Drink,429,4444,7453,-3009,7/12/22,Danielle Russell,Connecticut,Port Ashley,89590,0-583-75108-3
Herbal Tea,Pepsi,Tea,912,6933,7341,-408,7/28/20,Raymond Watkins,Mississippi,Cuevaston,31945,1-02-902155-4
Cola,Dr. Pepper,Soft Drink,701,4455,3483,972,12/1/20,Lee Johnson,Nevada,North Chase,57098,1-937671-07-0
Wine,Coca-Cola,Alcoholic,437,9679,2962,6717,4/11/20,Jessica Wagner,Pennsylvania,Carpenterfurt,29786,1-57015-281-0
Herbal Tea,Pepsi,Tea,948,3201,4427,-1226,11/29/21,Jason Oconnell,Virginia,North Jeremyton,29703,1-56815-023-7
Beer,Dr. Pepper,Alcoholic,363,3193,7612,-4419,3/23/22,Jason Melton,South Carolina,Port Heidiview,4991,0-596-34356-6
Beer,Coca-Cola,Alcoholic,206,5110,3795,1315,6/15/20,Samuel Robertson,Delaware,Jacquelineview,25487,0-7629-1129-8
Black Tea,Pepsi,Tea,688,2545,2416,129,1/28/22,Joshua Austin,Washington,West Ericafurt,35217,1-59976-445-8
Green Tea,Coca-Cola,Tea,646,6454,2413,4041,7/6/22,Melody Anderson,Louisiana,East Jeremiahborough,97794,1-55278-172-0
Vodka,Dr. Pepper,Alcoholic,424,9195,7964,1231,4/7/22,Tracy Ingram,Minnesota,Melendezburgh,25515,0-87960-525-1
Lemonade,Coca-Cola,Soft Drink,128,8836,2530,6306,9/7/20,Anna Pierce,Minnesota,Vaughnfort,98153,0-630-22759-4
Vodka,Pepsi,Alcoholic,923,7872,1122,6750,3/30/20,Martha Powers,Mississippi,Lake Nicholas,95379,1-283-56345-2
Vodka,Dr. Pepper,Alcoholic,952,3940,7945,-4005,10/9/21,Aaron Mcbride,Alaska,Port Sarahhaven,49010,0-19-003666-4
Coffee,Coca-Cola,Coffee,845,9877,5549,4328,6/11/22,Ryan Johnson,South Carolina,New Destiny,44557,1-259-11907-6
Coffee,Dr. Pepper,Coffee,262,2447,2732,-285,10/12/22,David Charles,Mississippi,North Sara,46545,0-568-45162-7
Green Tea,Dr. Pepper,Tea,143,7042,7820,-778,12/23/22,Robert Bowman,New Jersey,West Sherylland,2875,0-295-85305-0
Lemonade,Dr. Pepper,Soft Drink,152,6797,2828,3969,11/29/22,Leslie Nelson,Wisconsin,Staceymouth,29671,0-349-27761-3
Beer,Dr. Pepper,Alcoholic,225,8870,3972,4898,5/5/21,Christopher Jones,California,Hernandezfurt,42034,0-599-98217-9
Wine,Dr. Pepper,Alcoholic,977,6852,1761,5091,6/25/22,Matthew Evans,Iowa,Port Timothyberg,92925,1-09-313511-5
Cola,Coca-Cola,Soft Drink,569,6158,5866,292,7/3/21,Daniel Carey,Washington,New Jeffrey,79006,0-651-63259-5
Vodka,Coca-Cola,Alcoholic,695,2921,5045,-2124,11/6/20,Malik Mejia,North Dakota,Dianehaven,88079,0-431-44068-9
Black Tea,Dr. Pepper,Tea,826,3897,7338,-3441,2/1/20,Lisa Baker,Mississippi,Chavezton,68063,0-09-491640-3
Cola,Pepsi,Soft Drink,913,7178,6647,531,1/1/23,Sarah Elliott,Alaska,West Williamside,15285,1-253-75553-1
Cola,Coca-Cola,Soft Drink,517,7270,4584,2686,5/3/20,Melissa Mitchell,South Dakota,North Randy,70966,1-130-08123-0
Wine,Coca-Cola,Alcoholic,145,2914,4469,-1555,6/7/22,Alec Cervantes,Arizona,Alexanderport,55322,0-695-76058-0
Herbal Tea,Pepsi,Tea,730,8343,2986,5357,8/28/20,Mark Burns,South Carolina,Escobarstad,82005,1-359-81433-7
Cola,Dr. Pepper,Soft Drink,614,5226,7354,-2128,4/8/20,Larry Allen,Colorado,East Sarah,78060,0-88389-198-0
Vodka,Pepsi,Alcoholic,416,4649,3223,1426,5/23/23,Mark Brown,Arizona,Darrellshire,21784,0-504-42883-7
Herbal Tea,Pepsi,Tea,107,7625,6129,1496,4/10/22,Tyler Ford,Maryland,Port Jerry,91405,0-7804-8731-1
Vodka,Dr. Pepper,Alcoholic,569,6320,726,5594,7/12/20,Tiffany Jones,Arkansas,New Kristin,55483,0-529-23469-6
Cola,Pepsi,Soft Drink,881,8907,5602,3305,1/4/20,Amy Moore,Arkansas,Port Johnport,59877,0-576-80032-5
Energy Drink,Pepsi,Soft Drink,499,8170,4644,3526,11/28/21,Rebecca Rollins,Oregon,Lake Charlesport,5228,1-102-59709-0
Beer,Dr. Pepper,Alcoholic,279,3834,1319,2515,2/21/20,Andre Trevino,South Carolina,New Rachel,20022,1-4980-4949-4
Beer,Dr. Pepper,Alcoholic,449,2520,7417,-4897,4/11/23,Tyler Koch,Alaska,Henryhaven,97889,1-971310-62-X
Wine,Dr. Pepper,Alcoholic,728,7198,7650,-452,6/25/21,Michael Wolf,North Carolina,Suttontown,58555,0-9649737-1-5
Herbal Tea,Dr. Pepper,Tea,729,6929,1221,5708,11/28/22,Randy Reid,North Dakota,Kennedyfurt,5124,0-619-97319-6
Energy Drink,Dr. Pepper,Soft Drink,252,5912,2557,3355,7/11/23,Jesse Young,Missouri,Lake Daniel,64937,1-7390092-2-3
Black Tea,Coca-Cola,Tea,996,4234,5388,-1154,3/23/23,Heather Montoya,New Hampshire,Lake Kimberly,48835,0-512-78566-X
Cola,Dr. Pepper,Soft Drink,172,4189,4913,-724,7/2/20,David Williams,Wyoming,Sandovalmouth,4288,0-446-61896-9
Beer,Dr. Pepper,Alcoholic,881,6566,5296,1270,5/6/21,Charles Phillips,Arkansas,North Kennethside,19861,0-574-62393-0
Green Tea,Coca-Cola,Tea,911,4254,6071,-1817,5/24/21,Joseph Carroll,California,West Tommyview,48416,1-893192-11-3
Energy Drink,Pepsi,Soft Drink,195,7362,1701,5661,11/13/21,Stephanie Horton,Texas,Shannonmouth,27278,1-78899-516-3
Herbal Tea,Coca-Cola,Tea,546,5754,1758,3996,1/13/21,Robert Cuevas,New Mexico,Mariaview,28850,1-55852-592-0
Energy Drink,Pepsi,Soft Drink,417,1746,4383,-2637,5/27/22,Tabitha Aguilar,North Dakota,Mistyberg,29192,1-103-85220-5
Cola,Pepsi,Soft Drink,999,9659,2448,7211,4/21/23,John Bautista,California,New George,38140,0-238-04497-1
Lemonade,Coca-Cola,Soft Drink,310,8782,3741,5041,4/8/21,Jamie Taylor,Delaware,Angelfurt,40435,1-06-149445-4
Lemonade,Coca-Cola,Soft Drink,323,2193,2552,-359,10/30/22,David Russell,South Dakota,Adamschester,85763,0-8482-8286-8
Wine,Coca-Cola,Alcoholic,783,7759,4391,3368,2/5/23,Desiree Howell,Vermont,Nicholasstad,58434,1-75511-927-5
Black Tea,Dr. Pepper,Tea,143,2113,2362,-249,1/25/23,Jennifer Hudson,North Dakota,Donaldfurt,58322,1-5032-5883-1
Black Tea,Dr. Pepper,Tea,733,7831,1247,6584,1/10/22,Kevin Avery,Kansas,Grahamton,83026,0-326-01322-9
Cola,Pepsi,Soft Drink,664,1084,4786,-3702,12/3/22,Amanda Williams,Rhode Island,West Victor,70315,0-450-84733-0
Wine,Coca-Cola,Alcoholic,569,9275,1736,7539,3/30/23,Yvonne Day,California,Keithchester,89157,1-955203-71-7
Green Tea,Coca-Cola,Tea,438,2597,4081,-1484,12/9/20,Nicholas Mcbride,Idaho,Diazshire,20009,1-4469-7556-8
Lemonade,Coca-Cola,Soft Drink,381,6266,800,5466,10/1/20,Erica Taylor,South Carolina,New Jameshaven,7150,1-997942-93-3
Cola,Dr. Pepper,Soft Drink,721,5401,7608,-2207,5/23/22,Susan Fisher,North Carolina,Jacksonchester,6238,1-06-875253-X
Black Tea,Dr. Pepper,Tea,829,7931,714,7217,7/29/23,Nicole Simon,Idaho,Sandrabury,3576,0-12-513880-6
Beer,Dr. Pepper,Alcoholic,159,9900,7459,2441,10/21/22,Matthew Henderson,Washington,Kathyville,57464,0-618-67052-1
Black Tea,Pepsi,Tea,277,7551,7158,393,7/6/21,Amber King,New York,Valeriehaven,94199,1-190-07419-2
Cola,Dr. Pepper,Soft Drink,100,8440,4282,4158,11/27/20,Ashley Beltran,Ohio,Mayermouth,59147,1-918696-91-8
Herbal Tea,Coca-Cola,Tea,374,3238,6303,-3065,3/12/20,Marissa Walker,Tennessee,Lesliemouth,3716,0-947188-34-7
Green Tea,Dr. Pepper,Tea,910,2486,6402,-3916,10/2/21,Samuel Parker,Colorado,Mitchellchester,8777,1-80170-223-3
Vodka,Dr. Pepper,Alcoholic,417,3209,5070,-1861,6/27/22,Sydney Ferguson,Virginia,Danielborough,50359,0-441-37794-7
Wine,Coca-Cola,Alcoholic,142,1065,569,496,3/5/21,Richard Brooks,Ohio,South Tracymouth,68115,0-433-66762-1
Green Tea,Pepsi,Tea,238,3910,5667,-1757,2/27/22,Brian Smith,North Carolina,Rebeccabury,29432,1-9839-7814-0
Cola,Dr. Pepper,Soft Drink,719,8699,7929,770,3/27/23,Tracy Warren,Illinois,Chapmanstad,82419,1-102-96766-1
Green Tea,Pepsi,Tea,643,3254,7817,-4563,4/19/21,Victor Hughes,South Dakota,Roberthaven,99569,1-877657-53-0
Cola,Coca-Cola,Soft Drink,155,8898,1284,7614,9/3/22,Eric Rios,Alaska,Garciastad,89133,0-7827-9212-X
Vodka,Pepsi,Alcoholic,867,9823,5269,4554,7/11/20,Marie Holt,Colorado,Port Robertchester,20010,1-01-924485-2
Green Tea,Coca-Cola,Tea,881,4569,1106,3463,1/30/21,Nicholas Fisher,Colorado,Tammyburgh,4004,1-71905-232-8
Vodka,Dr. Pepper,Alcoholic,664,1592,4309,-2717,11/15/20,Melissa Barnes,North Carolina,West Jenniferburgh,38419,1-146-33155-X
Wine,Pepsi,Alcoholic,357,4682,5804,-1122,5/4/22,Janet Maxwell,Vermont,Lake Gina,70301,1-83487-453-X
Vodka,Coca-Cola,Alcoholic,305,8741,4505,4236,4/28/22,Lisa Smith,Georgia,Hernandezberg,78836,1-268-33191-0
Coffee,Coca-Cola,Coffee,283,2272,4028,-1756,2/21/21,Kara Jimenez,Kentucky,North Lisaberg,8660,0-7720-1879-0
Lemonade,Dr. Pepper,Soft Drink,547,2965,748,2217,2/22/23,Amy Wright,Hawaii,Lake Karen,46416,0-9511101-8-7
Green Tea,Dr. Pepper,Tea,644,6737,7245,-508,7/7/22,Renee Cobb,Delaware,North Sean,61776,1-85003-288-2
Coffee,Pepsi,Coffee,517,4726,1927,2799,7/10/20,Andrea Thompson,Montana,Greenborough,16964,0-8466-0122-2
Coffee,Coca-Cola,Coffee,985,5394,4644,750,12/1/21,Dominique Gomez,Kansas,South Katherine,66486,0-312-58788-0
Cola,Pepsi,Soft Drink,424,4170,2842,1328,3/1/21,Brandon Pena,Kentucky,North Ricardo,30622,1-07-693431-5
Wine,Dr. Pepper,Alcoholic,253,7679,5298,2381,12/4/20,Nicole Adkins,Utah,Smithfort,41336,1-66475-549-7
Cola,Dr. Pepper,Soft Drink,132,9964,4912,5052,4/30/23,Denise Fields,Minnesota,Normastad,73078,1-4837-4440-X
Vodka,Pepsi,Alcoholic,999,5793,3732,2061,8/18/22,Eric Lyons,Kentucky,West Kristie,87942,0-7932-5299-7
Green Tea,Dr. Pepper,Tea,260,7769,3426,4343,8/8/20,Jorge Mckenzie,Ohio,Lauriefurt,84417,0-629-03562-8
Black Tea,Dr. Pepper,Tea,892,7664,3069,4595,2/16/21,David Walker,Mississippi,North Nicholas,50861,1-9796-4660-0
Black Tea,Dr. Pepper,Tea,720,7559,7792,-233,1/19/23,Ashley Grant,South Dakota,Berrychester,2828,1-62979-107-5
Green Tea,Pepsi,Tea,769,5233,6454,-1221,8/29/22,Toni Mccall,Kentucky,North Juanshire,41966,1-79137-745-9
Green Tea,Dr. Pepper,Tea,661,7872,7844,28,3/2/21,Rebecca Thompson,Rhode Island,Justinhaven,58153,0-17-321602-1
Herbal Tea,Pepsi,Tea,270,5583,1201,4382,9/4/20,Ryan Garcia,Wyoming,Ronaldfurt,97116,0-554-45012-7
Herbal Tea,Pepsi,Tea,705,5863,7101,-1238,4/18/22,Shawn Johnson,Delaware,Davidsonport,40217,0-603-51789-7
Wine,Dr. Pepper,Alcoholic,936,4568,5521,-953,1/21/21,Claudia Wright,New Mexico,Port Cindy,38871,1-00-878004-9
Beer,Coca-Cola,Alcoholic,620,8056,1723,6333,2/6/23,Rachel Johnson,Nebraska,North Ericfort,88299,0-9929393-6-4
Herbal Tea,Pepsi,Tea,411,6077,5179,898,9/9/22,Eric Robertson,Alaska,Saramouth,59541,0-686-13607-1
Green Tea,Coca-Cola,Tea,724,8019,5717,2302,5/3/20,Mark Dunn,Massachusetts,Snyderchester,45497,1-08-076344-9
Green Tea,Pepsi,Tea,972,3153,5245,-2092,7/20/22,Michael Bernard,California,Chloestad,4685,0-521-18752-4
Energy Drink,Coca-Cola,Soft Drink,218,2464,6423,-3959,3/20/21,Cory Johnson,South Carolina,Evansside,86023,1-9870-9914-1
Wine,Dr. Pepper,Alcoholic,877,3404,4498,-1094,7/16/21,Jennifer Walters,Nevada,South Deanna,52743,1-81011-175-7
Wine,Dr. Pepper,Alcoholic,381,1042,3653,-2611,3/31/20,Samantha Brown,Iowa,Lake Christine,59202,1-7374222-1-2
Herbal Tea,Coca-Cola,Tea,881,4234,1554,2680,9/17/21,Dylan Jackson,Florida,Lake Dawn,28625,0-427-72053-2
Vodka,Coca-Cola,Alcoholic,792,5511,880,4631,3/13/22,Sara Cooke,Minnesota,Laurentown,46641,0-511-24727-3
Lemonade,Pepsi,Soft Drink,935,6318,3052,3266,7/8/20,Timothy Ross,West Virginia,North Devin,20001,0-421-75121-5
Herbal Tea,Coca-Cola,Tea,758,2835,4608,-1773,12/5/20,James Allen,Rhode Island,Longbury,68109,0-7551-4717-0
Green Tea,Coca-Cola,Tea,586,9537,7400,2137,6/29/22,Mr. Thomas Hensley,South Dakota,Christinaland,77842,1-4024-7898-4
Green Tea,Pepsi,Tea,445,6136,7677,-1541,3/7/21,Jaime Jones,Ohio,South Marcus,19444,0-00-008362-3
Beer,Dr. Pepper,Alcoholic,800,4793,6198,-1405,12/22/21,Justin Walker,Michigan,Chavezborough,15390,1-69627-725-6
Energy Drink,Pepsi,Soft Drink,477,5256,5879,-623,10/30/21,Robin Nichols,Nebraska,Darrenmouth,42426,0-463-92453-3
Vodka,Coca-Cola,Alcoholic,428,6638,5980,658,9/6/22,Arthur Johnston,South Dakota,Dawnshire,1928,0-07-996164-9
Green Tea,Dr. Pepper,Tea,522,6308,3165,3143,4/4/22,Rebecca Deleon,California,Anthonychester,81408,0-623-81207-X
Cola,Dr. Pepper,Soft Drink,649,2478,4867,-2389,4/7/22,Judy Barton,Texas,New Matthew,51298,0-445-75332-3
Beer,Coca-Cola,Alcoholic,672,2646,1499,1147,4/2/21,Robert Cisneros,Mississippi,South Tiffanyshire,38948,1-07-657094-1
Lemonade,Coca-Cola,Soft Drink,344,9956,4988,4968,5/25/23,Tammy Davidson,New Hampshire,Duncanburgh,5177,1-292-51091-9
Black Tea,Dr. Pepper,Tea,125,8225,722,7503,10/27/20,Jacqueline Clay,Arkansas,Jonathanbury,6294,1-243-26157-9
Vodka,Dr. Pepper,Alcoholic,376,3768,5953,-2185,7/23/21,David Edwards,Florida,Abbottshire,58613,0-295-54935-1
Vodka,Dr. Pepper,Alcoholic,697,2891,2005,886,9/23/20,Charles Thompson,Florida,Darrenside,19964,0-562-74445-2
Lemonade,Dr. Pepper,Soft Drink,242,6896,6776,120,2/5/21,Linda Rivera,Massachusetts,Millerstad,20008,1-331-96060-6
Black Tea,Dr. Pepper,Tea,332,5486,5807,-321,8/13/20,Sarah Austin,Texas,Tammyville,58085,1-5282-9434-3
Energy Drink,Coca-Cola,Soft Drink,565,5714,5246,468,10/19/21,Heidi Navarro,Indiana,Woodardview,41276,1-288-11875-9
Beer,Pepsi,Alcoholic,667,3780,6650,-2870,4/28/23,Luke Carpenter,Wisconsin,North Matthewstad,86502,1-62473-457-X
Herbal Tea,Dr. Pepper,Tea,842,5065,3765,1300,9/12/20,Aaron Johnson,New Hampshire,New Samuelchester,96733,0-499-50136-5
Lemonade,Pepsi,Soft Drink,798,6691,5304,1387,2/27/22,Candice Sharp,Massachusetts,Torrestown,27038,1-883348-26-9
Lemonade,Coca-Cola,Soft Drink,962,6774,2716,4058,3/22/23,Mr. David Ryan MD,Hawaii,Bridgestown,63874,1-181-57446-3
Vodka,Pepsi,Alcoholic,418,3701,6112,-2411,1/31/21,Michael Martinez,Arkansas,North Bradley,66544,0-8270-5641-9
Wine,Coca-Cola,Alcoholic,232,5950,1945,4005,7/15/23,Robert Smith,Utah,West Billy,28786,1-7395090-1-3
Black Tea,Dr. Pepper,Tea,193,1144,4638,-3494,8/30/20,Deborah Mcconnell,Colorado,West Chase,15859,1-4235-3922-2
Green Tea,Pepsi,Tea,661,4253,1064,3189,6/3/23,Elizabeth Terry,Maine,Jasonland,27339,1-290-58738-8
Black Tea,Pepsi,Tea,437,1312,3307,-1995,4/29/21,Charles Gentry,Virginia,Kevinfurt,5065,1-148-72646-2
Energy Drink,Coca-Cola,Soft Drink,768,5742,1072,4670,9/11/20,Mary Robbins,Maine,North Kelly,36248,1-00-362857-5
Coffee,Pepsi,Coffee,970,7963,5965,1998,12/28/22,April Johnson,Vermont,West Michael,15332,0-7313-8694-9
Green Tea,Dr. Pepper,Tea,645,9277,4088,5189,12/24/21,Aaron Edwards,Rhode Island,Lake Isaacbury,36640,1-74945-365-7
Beer,Pepsi,Alcoholic,804,4498,5629,-1131,12/1/20,Justin Stewart,Oregon,Laurafurt,29822,0-14-779307-6
Energy Drink,Coca-Cola,Soft Drink,272,2007,1074,933,8/12/21,Jessica Mullen,Hawaii,Pierceport,6188,0-905703-00-6
Lemonade,Dr. Pepper,Soft Drink,843,9133,1861,7272,2/19/20,Amanda Baker,Wisconsin,Jonesborough,89661,1-63435-400-1
Energy Drink,Coca-Cola,Soft Drink,290,8465,7433,1032,6/3/20,Albert Peters,Alabama,Traciland,5252,1-76937-646-1
Wine,Pepsi,Alcoholic,132,1123,2655,-1532,4/25/21,Shawn Torres,Mississippi,Markchester,19763,0-18-751167-5
Cola,Pepsi,Soft Drink,260,9951,6848,3103,1/9/23,Brian Maddox,Minnesota,Gutierrezview,4798,1-04-628713-3
Herbal Tea,Coca-Cola,Tea,825,7682,7739,-57,9/3/21,Michael Robinson,Texas,Lake Michelle,73063,0-277-75829-7
Black Tea,Dr. Pepper,Tea,146,9633,4187,5446,3/5/22,Carrie Gould,Kansas,Williamshire,15783,1-64232-722-0
Energy Drink,Coca-Cola,Soft Drink,426,9075,7221,1854,6/27/21,Carrie Edwards,Washington,Lawrenceshire,83031,0-9896961-8-9
Vodka,Coca-Cola,Alcoholic,487,2168,1163,1005,7/27/20,Eric Bond,New Jersey,Port Karen,68008,1-69952-888-8
Black Tea,Dr. Pepper,Tea,750,3468,6626,-3158,12/29/21,Ethan Cortez,Arizona,East Susanfort,80111,1-988634-30-X
Lemonade,Coca-Cola,Soft Drink,569,8073,3878,4195,3/19/21,Edward Smith,Vermont,Port Stevenside,58194,1-82696-991-8
Energy Drink,Pepsi,Soft Drink,967,7548,3441,4107,11/16/20,Nathan Herman,Texas,Lake Jeffery,60308,0-325-22301-7
Cola,Pepsi,Soft Drink,212,3038,7767,-4729,5/27/21,Dean Ramirez,West Virginia,New Josephtown,41417,0-8447-9181-4
Beer,Pepsi,Alcoholic,248,7618,3709,3909,4/20/21,Savannah Rubio,Texas,Hughesmouth,81508,0-7070-9434-8
Vodka,Coca-Cola,Alcoholic,287,6591,5678,913,4/13/21,Matthew Thornton,Maryland,New Kimberlystad,65164,0-13-986933-6
Energy Drink,Dr. Pepper,Soft Drink,588,3162,2469,693,2/14/20,Jerry Zamora,Mississippi,Adamtown,96743,1-357-14798-8
Herbal Tea,Pepsi,Tea,963,8273,3974,4299,3/22/23,Matthew Gray,Mississippi,South William,28432,1-68400-727-5
Black Tea,Dr. Pepper,Tea,511,4784,3367,1417,2/3/20,Kristie Smith,Maryland,Jeffreyhaven,11267,1-204-35957-1
Vodka,Dr. Pepper,Alcoholic,184,4150,7959,-3809,12/25/22,Melissa Fisher,Tennessee,Lisatown,20002,0-11-301471-6
